Price	Volume
96	1201
96	0
96	0
255	22
255	0
255	0
255	0
488	3442
488	0
488	0
1346	241
1346	0
1346	0
2556	579
2556	0
2556	0
2556	0
3869	465
3869	0
3869	0
3869	0
6339	271
6339	0
6339	0
6339	0
9889	158
9889	0
9889	0
9889	0
15250	69
15250	0
15250	0
15250	0
23517	43
23517	0
23517	0
23517	0
26602	35
26602	0
26602	0
26602	0
42599	21
42599	0
42599	0
42599	0
42599	0
48515	18
48515	0
48515	0
48515	0
48515	0
56848	18
56848	0
56848	0
56848	0
58535	19
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
58535	0
77024	9
77024	0
77024	0
77024	0
77024	0
81458	12
81458	0
81458	0
81458	0
81458	0
88009	7
88009	0
88009	0
88009	0
88009	0
92998	8
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
92998	0
99805	5
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
99805	0
106417	7
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
106417	0
111900	5
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
111900	0
115103	2
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
115103	0
