Price	Volume
1	8868
1	6272
1	10841
1	7533
1	9806
1	9825
1	8601
1	8369
1	11856
1	8840
1	5611
1	7561
1	10760
1	0
1	13720
1	6753
1	8077
1	8183
1	9561
1	7117
1	11900
1	6460
1	8496
1	8668
1	10786
1	3920
1	11561
1	6701
1	6166
1	13661
1	7343
1	6103
1	10955
1	5575
1	8750
1	9859
1	7137
1	8076
1	11764
1	8372
1	10369
1	8320
1	10385
1	6249
1	11798
1	6930
1	10631
1	8549
1	8973
1	9950
1	9398
1	7624
1	4980
1	8959
1	6210
1	8281
1	5843
1	7234
1	5688
1	0
1	12660
1	9488
1	0
1	13384
1	6464
1	14351
1	9529
1	10284
1	8846
